Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,,Survey,N,Relevant
J,"Belingheri, M; Roncalli, M; Riva, MA; Paladino, ME; Teruzzi, CM",,,,"Belingheri, Michael; Roncalli, Massimo; Riva, Michele Augusto; Paladino, Maria Emilia; Teruzzi, Carlo Maria",,,COVID-19 vaccine hesitancy and reasons for or against adherence among dentists,JOURNAL OF THE AMERICAN DENTAL ASSOCIATION,,,,,,,,,,,,"Background. COVID-19 has spread widely among health care workers. Oral health care workers have an increased risk of being infected owing to dental practice characteristics. New, effective vaccines against COVID-19 have been approved for use. The authors aim was to evaluate in-tentions to be vaccinated against COVID-19 in a population of dentists and identify factors associated with their intentions. Methods. The authors conducted an anonymous online survey among 761 dentists enrolled at the Board of Physicians and Dentists of the District of Monza Brianza, Monza, Italy. The authors collected data on demographic characteristics, influenza vaccine uptake, COVID-19 history, vac-cine attitudes, and specific reasons for their intentions to be vaccinated against COVID-19 or not. Results. Overall, 421 dentists completed the survey. More than 82% of the participants declared their intention to be vaccinated against COVID-19. The multivariate logistic regression model reported a positive association with receiving the influenza vaccine in the 2020-2021 influenza season (odds ratio, 5.15; 95% CI, 2.14 to 12.39) and a negative association with receiving a diagnosis of COVID-19 previously (odds ratio, 0.32; 95% CI, 0.15 to 0.66). The participants' main reason for supporting vaccination was to protect their family and friends (87%) and their main reason for opposing vaccination was the lack of information (39%). Conclusions. It is fundamental to consider vaccine hesitancy in health care workers and address it properly because they must provide recommendations to patients and promote adherence to vaccination programs. Practical Implications. The vaccination of dental practitioners should be prioritized owing to the high risk related to dental practice.",,,,"Riva, Michele Augusto/R-7600-2017","Riva, Michele Augusto/0000-0001-7147-3460; BELINGHERI, MICHAEL/0000-0001-6807-6819",,,,,,,,,,,,0002-8177,1943-4723,,,,SEP,2021,152,9,,,,,740,746,,10.1016/j.adaj.2021.04.020,,,,,,,WOS:000691097100007,34301398,,,,,,,,
J,"Bolsewicz, KT; Steffens, MS; Bullivant, B; King, C; Beard, F",,,,"Bolsewicz, Katarzyna T.; Steffens, Maryke S.; Bullivant, Bianca; King, Catherine; Beard, Frank",,,"To Protect Myself, My Friends, Family, Workmates and Patients... and to Play My Part: COVID-19 Vaccination Perceptions among Health and Aged Care Workers in New South Wales, Australia",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,,,,,,,,,,,,"The 2019 coronavirus disease (COVID-19) pandemic has globally caused widespread disruption, morbidity and mortality. The uptake of COVID-19 vaccination is critical for minimising further impacts of the pandemic. Health and aged care workers (HACWs) play a central role in public confidence in vaccines and are one of the priority groups for COVID-19 vaccination in Australia. Qualitative phone interviews with 19 HACWs aged 21-50 years old from New South Wales, Australia, were conducted, and the data were analysed thematically in order to understand the factors influencing HACWs' acceptance of COVID-19 vaccination. We found that HACWs reported a continuum of COVID-19 vaccination intentions with 12 enthusiastically accepting and 7 hesitant. Using the Behavioral and Social Drivers of COVID-19 Vaccination (BeSD) Framework, we found that participants' acceptance of vaccination was primarily driven by their perceptions of COVID-19 vaccination (such as safety, risk and benefits) and by the information sources, people and norms they trusted. Informed by study findings, we propose several communication strategies which may be helpful in addressing HACWs vaccination acceptance. We note however that as the pandemic continues, further studies with HACWs from diverse backgrounds are needed in order to provide accurate data on diverse motivational and practical drivers of evolving perceptions and attitudes towards vaccination.",,,,"Bolsewicz, Katarzyna/P-2675-2014","Bolsewicz, Katarzyna/0000-0002-6495-6912",,,,,,,,,,,,,1660-4601,,,,SEP,2021,18,17,,,,,,,8954,10.3390/ijerph18178954,,,,,,,WOS:000694070300001,34501545,,,,,,,,
J,"Domnich, A; Grassi, R; Fallani, E; Spurio, A; Bruzzone, B; Panatto, D; Marozzi, B; Cambiaggi, M; Vasco, A; Orsi, A; Icardi, G",,,,"Domnich, Alexander; Grassi, Riccardo; Fallani, Elettra; Spurio, Alida; Bruzzone, Bianca; Panatto, Donatella; Marozzi, Barbara; Cambiaggi, Maura; Vasco, Alessandro; Orsi, Andrea; Icardi, Giancarlo",,,Changes in Attitudes and Beliefs Concerning Vaccination and Influenza Vaccines between the First and Second COVID-19 Pandemic Waves: A Longitudinal Study,VACCINES,,,,,,,,,,,,"Perceptions of the risks of vaccine-preventable diseases and preventive behaviors change over time. The ongoing COVID-19 pandemic may have modified laypeople's attitudes towards routine vaccinations. In this longitudinal study, we aimed to assess changes in attitudes and beliefs concerning (influenza) vaccines between the first and second COVID-19 pandemic waves. A total of 1979 participants completed both 2020 and 2021 surveys. After one year, more interviewees agreed that vaccines were fundamental and should be mandatory (77.3% vs. 75.0%). Analogously, willingness to undergo influenza vaccination increased (p < 0.001) from 44.1% to 48.6%. This increase was seen in subjects aged >= 35 years. Previous influenza vaccinations, receipt of a COVID-19 vaccine, positive attitudes towards (influenza) vaccination, male sex, and older age were the main correlates of willingness to receive the 2021/22 influenza vaccine. Totals of 12.6% and 11.8% had no intention to receive the next seasonal influenza and COVID-19 vaccines, respectively. Most respondents favored a hypothetical combined influenza/COVID-19 vaccine (73.7%) or influenza and COVID-19 vaccine co-administration (67.5%). In Italy, influenza and COVID-19 vaccination hesitancy and refusal are common. Effective public health strategies to pursue higher uptake of both vaccines are urgently needed.",,,,,"Panatto, Donatella/0000-0002-2677-0551",,,,,,,,,,,,,2076-393X,,,,SEP,2021,9,9,,,,,,,1016,10.3390/vaccines9091016,,,,,,,WOS:000702134700001,34579253,,,,,,,,
J,"Luo, C; Ji, KY; Tang, YL; Du, ZY",,,,"Luo, Chen; Ji, Kaiyuan; Tang, Yulong; Du, Zhiyuan",,,Exploring the Expression Differences Between Professionals and Laypeople Toward the COVID-19 Vaccine: Text Mining Approach,JOURNAL OF MEDICAL INTERNET RESEARCH,,,,,,,,,,,,"Background: COVID-19 is still rampant all over the world. Until now, the COVID-19 vaccine is the most promising measure to subdue contagion and achieve herd immunity. However, public vaccination intention is suboptimal. A clear division lies between medical professionals and laypeople. While most professionals eagerly promote the vaccination campaign, some laypeople exude suspicion, hesitancy, and even opposition toward COVID-19 vaccines. Objective: This study aims to employ a text mining approach to examine expression differences and thematic disparities between the professionals and laypeople within the COVID-19 vaccine context. Methods: We collected 3196 answers under 65 filtered questions concerning the COVID-19 vaccine from the China-based question and answer forum Zhihu. The questions were classified into 5 categories depending on their contents and description: adverse reactions, vaccination, vaccine effectiveness, social implications of vaccine, and vaccine development. Respondents were also manually coded into two groups: professional and laypeople. Automated text analysis was performed to calculate fundamental expression characteristics of the 2 groups, including answer length, attitude distribution, and high-frequency words. Furthermore, structural topic modeling (STM), as a cutting-edge branch in the topic modeling family, was used to extract topics under each question category, and thematic disparities were evaluated between the 2 groups. Results: Laypeople are more prevailing in the COVID-19 vaccine-related discussion. Regarding differences in expression characteristics, the professionals posted longer answers and showed a conservative stance toward vaccine effectiveness than did laypeople. Laypeople mentioned countries more frequently, while professionals were inclined to raise medical jargon. STM discloses prominent topics under each question category. Statistical analysis revealed that laypeople preferred the safety of Chinese-made vaccine topic and other vaccine-related issues in other countries. However, the professionals paid more attention to medical principles and professional standards underlying the COVID-19 vaccine. With respect to topics associated with the social implications of vaccines, the 2 groups showed no significant difference. Conclusions: Our findings indicate that laypeople and professionals share some common grounds but also hold divergent focuses toward the COVID-19 vaccine issue. These incongruities can be summarized as qualitatively different in perspective rather than quantitatively different in scientific knowledge. Among those questions closely associated with medical expertise, the qualitatively different characteristic is quite conspicuous. This study boosts the current understanding of how the public perceives the COVID-19 vaccine, in a more nuanced way. Web-based question and answer forums are a bonanza for examining perception discrepancies among various identities. STM further exhibits unique strengths over the traditional topic modeling method in statistically testing the topic preference of diverse groups. Public health practitioners should be keenly aware of the cognitive differences between professionals and laypeople, and pay special attention to the topics with significant inconsistency across groups to build consensus and promote vaccination effectively.",,,,,"Tang, Yulong/0000-0001-8243-6323; Luo, Chen/0000-0002-9736-0533",,,,,,,,,,,,1438-8871,,,,,AUG 27,2021,23,8,,,,,,,e30715,10.2196/30715,,,,,,,WOS:000689731600017,34346885,,,,,,,,
J,"Pink, SL; Chu, J; Druckman, JN; Rand, DG; Willer, R",,,,"Pink, Sophia L.; Chu, James; Druckman, James N.; Rand, David G.; Willer, Robb",,,Elite party cues increase vaccination intentions among Republicans,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,,,,,,,,,,,,"Overcoming the COVID-19 pandemic requires motivating the vast majority of Americans to get vaccinated. However, vaccination rates have become politically polarized, and a substantial proportion of Republicans have remained vaccine hesitant for months. Here, we explore how endorsements by party elites affect Republicans' COVID-19 vaccination intentions and attitudes. In a preregistered survey experiment (n = 1,480), we varied whether self-identified Republicans saw endorsements of the vaccine from prominent Republicans (including video of a speech by former President Donald Trump), from the Democratic Party (including video of a speech by President Joseph Biden), or a neutral control condition including no endorsements. Unvaccinated Republicans who were exposed to the Republican elite endorsement reported 7.0% higher vaccination intentions than those who viewed the Democratic elite endorsement and 5.7% higher than those in the neutral control condition. These effects were statistically mediated by participants' reports of how much they thought Republican politicians would want them to get vaccinated. We also found evidence of backlash effects against Democratic elites: Republicans who viewed the Democratic elite endorsement reported they would be significantly less likely to encourage others to vaccinate and had more negative attitudes toward the vaccine, compared with those who viewed the Republican elite endorsement or the neutral control. These results demonstrate the relative advantage of cues from Republican elites-and the risks of messaging from Democrats currently in power-for promoting vaccination among the largest vaccine-hesitant subgroup in the United States.",,,,,"Chu, James Y./0000-0003-2702-470X",,,,,,,,,,,,0027-8424,,,,,AUG 10,2021,118,32,,,,,,,e2106559118,10.1073/pnas.2106559118,,,,,,,WOS:000685043800016,34312254,,,,,,,,
J,"Giuliani, M; Ichino, A; Bonomi, A; Martoni, R; Cammino, S; Gorini, A",,,,"Giuliani, Mattia; Ichino, Anna; Bonomi, Alice; Martoni, Riccardo; Cammino, Stefania; Gorini, Alessandra",,,"Who Is Willing to Get Vaccinated? A Study into the Psychological, Socio-Demographic, and Cultural Determinants of COVID-19 Vaccination Intentions",VACCINES,,,,,,,,,,,,"Crucial to the success of the COVID-19 vaccination campaign is the rate of people who adhere to it. This study aimed to investigate the reasons underlying people's willingness to get vaccinated in a sample of Italian adults, considering the effects of different individual characteristics and psychological variables upon positive vs. negative/hesitant vaccination intentions, as well as subjects' self-reported motivations for such intentions. An anonymous cross-sectional survey was distributed online in February 2021. The results showed that trust in science, number of vaccinations received in 2019, and belief that COVID-19 is more severe than the common flu, were associated with positive vaccination intentions. Chance externality health locus of control showed both direct and indirect effects upon positive vaccination intentions. Anxiety symptoms and participants' perceived psychological status also showed indirect positive effects. Subjects' self-reported motivations varied interestingly across positive vs. negative/hesitant intentions. Implications of these findings for identifying effective pro-vaccination messages are discussed in the final section of the paper.",,,,,,,,,,,,,,,,,,2076-393X,,,,AUG,2021,9,8,,,,,,,810,10.3390/vaccines9080810,,,,,,,WOS:000690274500001,34451935,,,,,,,,
J,"Velikonja, NK; Dobrowolska, B; Stanisavljevic, S; Erjavec, K; Velikonja, VG; Verdenik, I",,,,"Velikonja, Nevenka Kregar; Dobrowolska, Beata; Stanisavljevic, Sanja; Erjavec, Karmen; Velikonja, Vislava Globevnik; Verdenik, Ivan",,,Attitudes of Nursing Students towards Vaccination and Other Preventive Measures for Limitation of COVID-19 Pandemic: Cross-Sectional Study in Three European Countries,HEALTHCARE,,,,,,,,,,,,"Several preventive measures have been applied to limit the COVID-19 pandemic, including successful the development and introduction of vaccines. The aim of this study was to investigate adherence to preventive measures and vaccination intentions among nursing students in three European countries and the factors associated with vaccination intention and advising vaccination. A cross-sectional study using convenience/snow-ball sampling strategy was performed in Slovenia, Poland, and Serbia between 12 February and 5 March 2021. Data from 872 eligible respondents were analyzed (mean age 23.5 +/- 6.5 years, 89% female). Higher adherence to preventive behavior was declared by those working in healthcare (p < 0.001), engaged in COVID-19 departments (p < 0.001), had not had the disease yet (p < 0.001), and had children (p = 0.01). Those groups also expressed higher vaccination intention and advised vaccination to others. Higher vaccination intention and advising vaccination were mostly associated with belief in benefits of vaccine, trust in institutions, perceived effectiveness of vaccine, influence of social environment, protection of patients and perceived health care professionals' duty. Fear of side effects and general refusal of vaccines are the main reasons for vaccination hesitancy. The results of the study indicate how higher education institutions can support the development of appropriate professional attitudes and behaviors among nursing students.",,,,"; Dobrowolska, Beata/U-3384-2018","Stanisavljevic, Sanja/0000-0003-3268-3830; Kregar Velikonja, Nevenka/0000-0002-0479-3779; Dobrowolska, Beata/0000-0001-9178-9534",,,,,,,,,,,,,2227-9032,,,,JUL,2021,9,7,,,,,,,781,10.3390/healthcare9070781,,,,,,,WOS:000676902300001,34206217,,,,,,,,
J,"Rosman, T; Adler, K; Barbian, L; Blume, V; Burczeck, B; Cordes, V; Derman, D; Dertli, S; Glas, H; Heinen, V; Kenst, S; Khosroschahli, M; Kittel, L; Kraus, C; Linden, A; Mironova, A; Olinger, L; Rastelica, F; Sauter, T; Schnurr, V; Schwab, E; Vieyra, Y; Zidak, A; Zidarova, I",,,,"Rosman, Tom; Adler, Kathrin; Barbian, Luisa; Blume, Vanessa; Burczeck, Benno; Cordes, Vivien; Derman, Dilara; Dertli, Susanne; Glas, Hannah; Heinen, Virginia; Kenst, Stefan; Khosroschahli, Marie; Kittel, Laura; Kraus, Corinna; Linden, Alica; Mironova, Anastasia; Olinger, Lena; Rastelica, Fatbardh; Sauter, Theresia; Schnurr, Vera; Schwab, Elisabeth; Vieyra, Yves; Zidak, Andreas; Zidarova, Ivana",,,Protect ya Grandma! The Effects of Students' Epistemic Beliefs and Prosocial Values on COVID-19 Vaccination Intentions,FRONTIERS IN PSYCHOLOGY,,,,,,,,,,,,"The present study investigates epistemic beliefs (beliefs about the nature of knowledge and knowing) and prosocial values as predictors of COVID-19 vaccination intentions. As a first hypothesis, we posit that beliefs in justification by authority will positively relate to vaccination intentions. Second, we expect a positive relationship between prosocial values and vaccination intentions. Third, we hypothesize that beliefs in justification by authority moderate the relationship between prosocial values and vaccination intentions, so that the positive correlation between prosocial values and vaccination intentions becomes stronger with increasing beliefs in justification by authority. Hypotheses were tested in a sample of N = 314 German university students, a group with rather high mobility, who, when vaccinated, will increase the chance of attaining herd immunity. Hypotheses were tested using correlational and multiple regression analyses. Results revealed a highly significant positive relationship between justification by authority and vaccination intentions, whereas both hypotheses that included prosocial values did not yield significant results. Additional exploratory analyses revealed that the relationship between justification by authority and vaccination intentions was mediated by beliefs in the safety and effectiveness of the vaccines. Furthermore, significant negative relationships were found between personal justification and vaccination intentions as well as between justification by multiple sources and vaccination intentions. These results highlight the crucial role of science and public health communication in fostering vaccination intentions regarding COVID-19.",,,,,,,,,,,,,,,,,1664-1078,,,,,JUN 24,2021,12,,,,,,,,683987,10.3389/fpsyg.2021.683987,,,,,,,WOS:000671298300001,34248786,,,,,,,,
J,"Del Riccio, M; Boccalini, S; Rigon, L; Biamonte, MA; Albora, G; Giorgetti, D; Bonanni, P; Bechini, A",,,,"Del Riccio, Marco; Boccalini, Sara; Rigon, Lisa; Biamonte, Massimiliano Alberto; Albora, Giuseppe; Giorgetti, Duccio; Bonanni, Paolo; Bechini, Angela",,,Factors Influencing SARS-CoV-2 Vaccine Acceptance and Hesitancy in a Population-Based Sample in Italy,VACCINES,,,,,,,,,,,,"Vaccination against SARS-CoV-2 represents an effective and safe tool to protect the population against the disease; however, COVID-19 vaccine hesitancy could be a major barrier to achieving herd immunity. Despite the severity of the current pandemic, the population's intention to get vaccinated against COVID-19 is still not clear. The aim of this study was to evaluate the intention to get vaccinated against COVID-19 among a convenience sample of the general population resident in Italy and the factors associated with hesitancy and acceptance of the vaccine in the context of the current pandemic before the rolling out of COVID-19 vaccines. An anonymous online survey was diffused among a general adult population living in Italy. Participants aged 18 or older and living in Italy were considered eligible. Incomplete questionnaires were excluded. Overall, 7605 valid questionnaires were collected. Most of the participants (81.9%) were inclined to get vaccinated; male sex (OR 1.38, 95% CI 1.12-1.71), a high level of trust in institutions (OR 3.93, 95% CI 2.04-7.83), and personal beliefs about high safety of COVID-19 vaccines (OR 56.33, 95% CI 31.57-105.87) were found to be among the significant predictors of COVID-19 acceptance. These data could help design larger studies to address the problem of COVID-19 vaccine hesitancy in the current pandemic.",,,,"DEL RICCIO, MARCO/ABB-3559-2020","DEL RICCIO, MARCO/0000-0002-2742-0297; Bonanni, Paolo/0000-0003-2875-3744; Boccalini, Sara/0000-0002-9695-7549; Bechini, Angela/0000-0002-6013-8779",,,,,,,,,,,,,2076-393X,,,,JUN,2021,9,6,,,,,,,633,10.3390/vaccines9060633,,,,,,,WOS:000666010100001,34200656,,,,,,,,
J,"Dowdle, TS; Dennis, J; Nugent, KM; Byrd, T",,,,"Dowdle, Travis S.; Dennis, Jeff; Nugent, Kenneth M.; Byrd, Theresa",,,Intention to Receive COVID-19 Vaccine by U.S. Health Sciences University Employees,JOURNAL OF PRIMARY CARE AND COMMUNITY HEALTH,,,,,,,,,,,,"Objectives: Understanding vaccine intentions and attitudes of health professionals is critical as the Pfizer-BioNTech and the Moderna COVID-19 vaccines are being administered throughout the United States. This study estimates the level of vaccine hesitancy at a health sciences center in West Texas prior to the distribution of the vaccines. Methods: An analytical cross-sectional study was performed via anonymous Qualtrics survey administered to approximately 4500 faculty, staff, postdoctoral research associates/medical residents, and employees at a multi-campus health sciences university in the United States. Respondents were asked demographic questions and intention to receive the vaccine. Factors associated with the intention to receive a vaccine were determined using logistic regression analysis. Results: A total sample of 2258 subjects were evaluated (50.0% response rate). Among all respondents, 64.6% reported that they would probably or definitely receive the COVID-19 vaccine. Men had higher levels of intention to receive the vaccine (OR= 2.11, 95% CI 1.64-2.71); respondents who indicated yearly influenza vaccines are necessary were also more likely to receive the vaccine (OR = 6.04, 95% CI 4.70-7.75). Eighty-three percent of faculty and 56% of the staff reported intention to receive the vaccine. Respondents who had previously tested positive for COVID-19 reported more interest in receiving the vaccine (58.5% yes vs 41.5% no). Conclusion: In this study, the intention to receive the COVID-19 vaccination at a United States health sciences center falls below the necessary herd immunity estimates. Public health initiatives must be developed to decrease vaccine hesitancy, especially among health professionals.",,,,,"Dowdle, Travis S./0000-0001-5782-2935",,,,,,,,,,,,2150-1319,2150-1327,,,,JUN,2021,12,,,,,,,,,10.1177/21501327211036611,,,,,,,WOS:000693604700001,34355607,,,,,,,,
J,"Dordevic, JM; Mari, S; Vdovic, M; Milosevic, A",,,,"Dordevic, J. Milosevic; Mari, S.; Vdovic, M.; Milosevic, A.",,,"Links between conspiracy beliefs, vaccine knowledge, and trust: Anti-vaccine behavior of Serbian adults",SOCIAL SCIENCE & MEDICINE,,,,,,,,,,,,"Rationale: Immunization is a critical tool in the fight against infectious disease epidemics. Understanding hesitancy towards immunization is even more important nowadays, with the continuous threat of COVID-19 pandemic. Medical conspiracy beliefs, scientific skepticism, as well as low trust in governmental institutions, and evidence-based knowledge all have troubling effects on immunization. Objective: To examine how these factors cross-react to influence vaccine behavior against any vaccine preventable disease (VPD), we hypothesized a model consisting of the belief in conspiracy theories as the predictor, and as the mediators subjective and objective vaccine knowledge, and trust in the health care system and science. The model was tested by examining the vaccine intentions for the children and self for any VPD. Methods: Two separate studies were conducted on the representative samples of Serbian population; the first study investigated the intentions for child vaccination and the second study examined the vaccine intentions against any VPD, including adult vaccination. We used path analysis followed by logistic regression to analyze the data. Results: The results revealed high vaccine hesitancy motivated by the belief in the vaccine conspiracy theories, through its effect on reduced trust in medical science and institutions, and low objective vaccine knowledge. Conclusions: The results of this study may be used to implement appropriate policy changes and implementation of the public health campaigns to promote immunization with a wide range of vaccines against common diseases, such as measles, human papillomaviruses, or pertussis, and novel diseases, such as COVID.",,,,"Mari, Silvia/J-1753-2012","Mari, Silvia/0000-0001-6543-5249; Vdovic, Milica/0000-0002-8094-2465",,,,,,,,,,,,0277-9536,1873-5347,,,,MAY,2021,277,,,,,,,,113930,10.1016/j.socscimed.2021.113930,,,,,,,WOS:000648655000005,33873008,,,,,,,,
J,"Ayhan, SG; Oluklu, D; Atalay, A; Beser, DM; Tanacan, A; Tekin, OM; Sahin, D",,,,"Goncu Ayhan, Sule; Oluklu, Deniz; Atalay, Aysegul; Menekse Beser, Dilek; Tanacan, Atakan; Moraloglu Tekin, Ozlem; Sahin, Dilek",,,COVID-19 vaccine acceptance in pregnant women,INTERNATIONAL JOURNAL OF GYNECOLOGY & OBSTETRICS,,,,,,,,,,,,"Objective To determine vaccine acceptance and hesitancy attitudes toward coronavirus disease 2019 (COVID-19) vaccines in pregnant women. Methods Three hundred pregnant women were surveyed face to face with 40 questions. Sociodemographic characteristics, vaccination history, perception of risk for the COVID-19 pandemic, the impact of the COVID-19 pandemic, and acceptance of and attitude toward future COVID-19 vaccination were prospectively evaluated. Results Among all participants, 111 (37%) stated their intent to receive the vaccine if it were recommended for pregnant women. Most common refusal reasons were lack of data about COVID-19 vaccine safety in pregnant populations and possibility of harm to the fetus. There was a weak positive correlation between COVID-19 vaccine acceptancy and number of school-age children. Pregnant women in the first trimester expressed higher acceptance of COVID-19 vaccination than those in the second and third trimesters. Conclusion The present study reported low acceptance of COVID-19 vaccination in a sample of pregnant women. Concern about vaccine safety was the major reason for hesitancy. Identifying attitudes among priority groups will be useful for creating vaccination strategies that increase uptake during the current pandemic.",,,,,,,,,,,,,,,,,0020-7292,1879-3479,,,,AUG,2021,154,2,,,,,291,296,,10.1002/ijgo.13713,,MAY 2021,,,,,WOS:000645947200001,33872386,,,,,,,,
J,"Abedin, M; Islam, MA; Rahman, FN; Reza, HM; Hossain, MZ; Hossain, MA; Arefin, A; Hossain, A",,,,"Abedin, Minhazul; Islam, Mohammad Aminul; Rahman, Farah Naz; Reza, Hasan Mahmud; Hossain, Mohammad Zakir; Hossain, Mohammad Anwar; Arefin, Adittya; Hossain, Ahmed",,,Willingness to vaccinate against COVID-19 among Bangladeshi adults: Understanding the strategies to optimize vaccination coverage,PLOS ONE,,,,,,,,,,,,"Background Although the approved COVID-19 vaccine has been shown to be safe and effective, mass vaccination in Bangladeshi people remains a challenge. As a vaccination effort, the study provided an empirical evidence on willingness to vaccinate by sociodemographic, clinical and regional differences in Bangladeshi adults. Methods This cross-sectional analysis from a household survey of 3646 adults aged 18 years or older was conducted in 8 districts of Bangladesh, from December 12, 2020, to January 7, 2021. Multinomial regression examined the impact of socio-demographic, clinical and healthcare-releated factors on hesitancy and reluctance of vaccination for COVID-19. Results Of the 3646 respondents (2212 men [60.7%]; mean [sd] age, 37.4 [13.9] years), 74.6% reported their willingness to vaccinate against COVID-19 when a safe and effective vaccine is available without a fee, while 8.5% were reluctant to vaccinate. With a minimum fee, 46.5% of the respondents showed intent to vaccinate. Among the respondents, 16.8% reported adequate adherence to health safety regulations, and 35.5% reported high confidence in the country's healthcare system. The COVID-19 vaccine refusal was significantly high in elderly, rural, semi-urban, and slum communities, farmers, day-laborers, homemakers, low-educated group, and those who had low confidence in the country's healthcare system. Also, the prevalence of vaccine hesitancy was high in the elderly population, low-educated group, day-laborers, people with chronic diseases, and people with low confidence in the country's healthcare system. Conclusion A high prevalence of vaccine refusal and hesitancy was observed in rural people and slum dwellers in Bangladesh. The rural community and slum dwellers had a low literacy level, low adherence to health safety regulations and low confidence in healthcare system. The ongoing app-based registration for vaccination increased hesitancy and reluctancy in low-educated group. For rural, semi-urban, and slum people, outreach centers for vaccination can be established to ensure the vaccine's nearby availability and limit associated travel costs. In rural areas, community health workers, valued community-leaders, and non-governmental organizations can be utilized to motivate and educate people for vaccination against COVID-19. Further, emphasis should be given to the elderly and diseased people with tailored health messages and assurance from healthcare professionals. The media may play a responsible role with the vaccine education program and eliminate the social stigma about the vaccination. Finally, vaccination should be continued without a fee and thus Bangladesh's COVID vaccination program can become a model for other low and middle-income countries.",,,,"Islam, Aminul/ABB-2055-2020; Hossain, Ahmed/H-4406-2012","Islam, Aminul/0000-0001-5636-3140; Abedin, Minhazul/0000-0002-7667-9270; Hossain, Ahmed/0000-0003-4575-1273; Arefin, Adittya/0000-0001-8886-7263; Rahman, Farah Naz/0000-0002-2265-2742",,,,,,,,,,,,1932-6203,,,,,APR 27,2021,16,4,,,,,,,e0250495,10.1371/journal.pone.0250495,,,,,,,WOS:000665456800020,33905442,,,,,,,,
J,"Ahmed, G; Almoosa, Z; Mohamed, D; Rapal, J; Minguez, O; Abu Khurma, I; Alnems, A; Al Mutair, A",,,,"Ahmed, Gasmelseed; Almoosa, Zainab; Mohamed, Dalia; Rapal, Janepple; Minguez, Ofelia; Abu Khurma, Issam; Alnems, Ayman; Al Mutair, Abbas",,,Healthcare Provider Attitudes toward the Newly Developed COVID-19 Vaccine: Cross-Sectional Study,NURSING REPORTS,,,,,,,,,,,,"Background: During the long wait and the global anxiety for a vaccine against COVID-19, impressively high-safety and effective vaccines were invented by multiple pharmaceutical companies. Aim: We aimed to assess the attitudes of healthcare providers and evaluate their intention to advocate for the vaccine. Methods: This was a cross-sectional study conducted in a tertiary private hospital where an electronic survey was distributed among healthcare providers (HCPs). The survey contained two sections: socio-demographic characteristics and Likert-scale perception, with 72% internal consistency. Results: The response rate to the email survey was 37% (n = 236). In addition, 169 (71.6%) of respondents were women, with more than half (134, 56.8%) aged <= 35 years. A total of 110 (46.6%) had over 10 years of experience, and most of them were nurses (146, 62%). Univariate analysis revealed that older participants significantly accepted and advocated for the new vaccine more than the younger ones. In the multivariate analysis, men were significantly more likely than women to accept and advocate for the new vaccine, as were those with chronic illnesses. Participants with allergy were significantly less likely to accept the vaccine than others. odds ratio (OR) and p-values were 2.5, 0.003; 2.3, 0.04; and 0.4, 0.01, respectively. Conclusion: The acceptance rate for the newly-developed COVID-19 vaccines was average among HCPs. Sex, age, presence of chronic illnesses, and allergy were significant predictors of accepting the vaccine.",,,,,"Al Mutair, Abbas/0000-0002-9471-2767",,,,,,,,,,,,2039-439X,2039-4403,,,,MAR,2021,11,1,,,,,187,194,,10.3390/nursrep11010018,,,,,,,WOS:000636092700001,,,,,,,,,
